id,vin,make,model,mileage,year,price,zip code,created date,updated date
145,0dda5f51-2635-4a96-8040-03643ce22f99,Ellerey,Althea,65390,1988,878194.14,149,2020-02-17,2020-03-23
146,66269c5f-3935-4d27-99f7-c7d3706c277d,Sammons,Bibby,46447,1957,839473.87,992,2020-01-16,2020-01-02
147,31774ec3-ab14-467a-bc35-d65239b81051,Faro,Linet,33299,1952,840821.54,965,2020-02-12,2020-04-25
148,4615271a-0896-43da-81c8-58fbf5750661,Hilbert,Sallie,61650,1929,738007.84,647,2020-04-24,2020-04-02
149,59983d8f-80da-4291-9753-b8bd43e3e201,Leifeste,Eolanda,95579,1942,945627.06,352,2020-01-27,2020-01-07
150,8fd91c44-9daf-411f-98e9-1dd95589aef6,Zachary,Orelia,31772,1921,943142.53,703,2020-03-30,2020-02-12
151,68d51a29-e202-4922-9703-ae32bd55e3a8,Loeb,Britte,1233,1974,578548.24,596,2020-01-21,2020-05-10
152,8ed7cdf5-9939-4dfd-8276-13fe9c442066,Jagir,Farrah,59382,1942,923988.05,64,2020-03-14,2020-05-30
153,9cc32935-ea43-4ec1-adcf-27048ba553a2,Camden,Sabina,49190,1904,328246.99,514,2020-03-16,2020-03-11
154,e19ce4cd-ff0d-4bf3-a78d-93314982122d,Kunin,Barbi,98145,1913,652783.47,541,2020-02-19,2020-02-03
155,879b1165-a450-4d4c-95d5-0ca0c2ccb554,Arquit,Cyb,8043,1934,457263.89,573,2020-03-23,2020-06-16
156,b809f5bf-e7b8-4561-a555-267e52f9b7c3,Orelee,Lulita,82813,1979,536016.03,19,2020-01-12,2020-01-07
157,a0c0fa9c-18fe-450b-a8f6-0b0ac02003ed,Kunin,Teriann,82874,1930,146862.28,326,2020-01-27,2020-04-14
158,11dac5cd-9f71-4567-9530-82c51aaea7c5,Corilla,Sophia,58303,1976,553280.01,409,2020-02-25,2020-02-20
159,dd4eb7a6-0a6a-4e81-9119-531fa0754eb9,Tatianas,Larine,15238,2009,784720.83,468,2020-01-10,2020-04-16
160,fa778abf-4c8d-41d3-a91d-166c239f7b1f,Valoniah,Asia,91580,2001,625093.46,327,2020-05-16,2020-02-01
161,37dd43b4-85fd-47ec-8440-ec7b7dcfca7e,Posner,Odessa,35931,1943,927575.39,876,2020-05-02,2020-04-12
162,09ece706-4eab-4d59-9331-7269413d8a7b,Turne,Dulce,1724,1906,273987.61,68,2020-06-09,2020-05-28
163,4214ffcd-501e-4501-a926-b1e06dbeb24e,Tamar,Brandise,74893,1951,847186.02,536,2020-04-07,2020-04-09
164,025fa09c-a6f0-417f-826e-c706c536e8db,Pandolfi,Kylynn,5604,1917,494740.21,596,2020-06-14,2020-05-31
165,aeb5f4cd-72a0-4fab-b37c-9aa0d5f06ccb,Curren,Jany,72474,1917,545036.61,222,2020-03-11,2020-03-26
166,a9a016c9-55d5-4f65-9f7a-b333154a180d,Hubert,Reeba,55385,2014,139276,437,2020-01-08,2020-02-23
167,273eb159-6650-40f5-a505-73d83586d2a0,Sekofski,Dorothy,5896,2001,962457.48,358,2020-03-28,2020-04-10
168,6bd8bc1c-7269-4711-aab6-3144df492a5b,Bebe,Reeba,68388,1981,307115.16,943,2020-04-10,2020-01-11
169,67a8ef58-0ac6-4b1d-b813-7dc19cf4bf9f,Gillan,Rosabelle,1205,1955,982535.71,400,2020-05-05,2020-05-11
170,6b905415-337e-4186-b756-5831735c57d5,Annice,Natka,89673,1980,941531.55,492,2020-04-24,2020-05-17
171,c9c96026-47ce-47a6-99c6-03911d241c67,Fontana,Caressa,58691,1903,479055.2,158,2020-04-15,2020-01-17
172,7bad8925-b9bd-4ba1-8764-0edad0db75af,Aaberg,Ira,3838,2011,318303,308,2020-06-15,2020-01-11
173,d695cdf4-065a-4501-920c-212895e86de5,Chick,Kassey,20841,1935,320927.81,704,2020-04-10,2020-05-04
174,ae83e475-966f-44ee-8a8e-6c6c024b1eb5,Uird,Linet,26604,1925,279069.14,122,2020-05-23,2020-02-05
175,71d2b321-89b3-4e76-a320-b5e943bf233e,Maisey,Rosene,83766,2000,738628.4,260,2020-03-07,2020-03-14
176,288c1292-e1b2-4aed-8055-ebd950f5f9c9,Ashely,Noelle,94477,2016,956671.76,896,2020-01-25,2020-03-02
177,88e6bd93-f851-4758-a459-8418ab570b8b,Ricki,Trudie,39926,1902,458591.52,19,2020-05-05,2020-05-10
178,474bb238-0b38-4cbc-9100-7fc6e134dd24,Jagir,Lynde,95228,1987,274267.97,475,2020-03-25,2020-05-07
179,3d1f2899-1447-44d8-9617-bfa264bfaf05,Baudin,Adelle,73632,1977,55532.16,445,2020-02-25,2020-03-01
180,d94c343e-279c-4c5a-bd72-2c6cd6635e90,Zina,Janey,80092,2010,399137.7,63,2020-05-10,2020-06-12
181,31fdac99-dbbf-4303-84f5-b6e191c1c2e2,Cherianne,Gerrie,20705,1997,574037.65,318,2020-01-11,2020-02-18
182,64cc80bb-bd7f-4811-824d-1d002a0edf21,Ball,Cindelyn,90096,1978,381455.36,499,2020-05-20,2020-03-19
183,6c722490-388a-40f3-97f7-63d45da8722f,Sikorski,Karolina,61654,2005,316141.32,366,2020-02-14,2020-04-19
184,29cca11f-680a-4e0d-a2d1-9bd86b719064,Connelly,Darci,88026,1953,27998.68,265,2020-01-09,2020-04-15
185,4d498017-7a0e-4eab-a86e-a4c41a2c58b9,Regan,Cissiee,50743,1941,791076.71,77,2020-05-05,2020-04-15
186,1faa075d-1448-4815-a963-70c34ca562ec,Jarib,Shel,35381,2005,765641.08,6,2020-06-15,2020-02-03
187,398ddc0e-2fba-4c0a-9fba-5645c8b66588,Harl,Noelle,47291,1929,247831.21,470,2020-04-21,2020-01-09
188,4342a9db-8d51-4f70-8c5e-98125d574dcb,Lubin,Fawne,6670,1900,718473.44,732,2020-04-25,2020-03-22
189,ca103d72-7b90-44bd-9550-2b4436d1b180,Shaver,Ginnie,68985,1948,142250.82,464,2020-06-11,2020-05-19
190,2fc737fd-62c8-4e63-9411-5f73d001b10f,Gibbeon,Ana,84160,1965,572806.5,500,2020-03-11,2020-04-30
191,893f2626-cfbf-4f27-aee4-772523832b11,Montgomery,Marylou,34401,2011,745567.02,813,2020-05-26,2020-02-18
192,579ca4f6-b15e-432e-b0cf-02104b5fe1ce,Poll,Adriana,44211,1934,418306.79,155,2020-01-15,2020-03-18
193,907bc555-e445-482d-8946-56a4dfad33d4,Knowling,Nannie,88072,1985,821426.62,108,2020-02-12,2020-02-09
194,4ea71e9b-07fc-4dfa-94d5-84539d7199d0,Suzetta,Sandie,93789,1931,787998.83,175,2020-03-20,2020-04-24
195,f73a2c36-198b-40cb-8d29-74189def399b,Manolo,Viki,43207,1916,201157.91,592,2020-03-02,2020-01-18
196,03690077-9f43-46c5-91f2-004b725704f4,Adamsen,Bee,73566,1967,386776.05,122,2020-03-29,2020-02-12
197,6773b377-55e5-4165-a61a-e374162e8db4,Levey,Lynea,31234,1905,548919.94,318,2020-04-29,2020-04-18
198,46ca5304-70a1-41ec-9920-a250952517e7,Zola,Madalyn,8000,1908,240441.52,228,2020-03-22,2020-06-03
199,07aa61b8-5f6e-4f2d-be0c-1cfd5e23ebb5,Heisel,Meg,59737,1975,336163.26,168,2020-04-22,2020-03-02
200,220daf17-3b4d-49a1-86ac-8e783385f860,McCutcheon,Nataline,23296,1910,445559.12,905,2020-05-29,2020-04-21
201,3cc7311a-9d75-42cf-a88c-af824577311c,Kimmie,Belva,31790,1941,589126.59,888,2020-04-13,2020-06-01
202,46c8ba20-c374-4990-8473-6a89e157a53f,Eugenia,Janis,19669,1986,122010.47,509,2020-03-11,2020-06-20
203,3d9dcac0-6c50-4800-8231-962457086d9c,Amand,Audrie,42885,1973,592060.9,602,2020-04-03,2020-04-23
204,d3229fb7-8fa2-41d6-8fa7-1dbb942c55e7,Krystle,Elie,81581,2011,219429.42,35,2020-01-20,2020-01-05
205,d21b9abf-2be7-44bb-be37-fdccb23adb1c,Shelba,Ulrike,14611,1906,44279.99,212,2020-02-23,2020-02-23
206,b135a949-e11a-4dc1-9fe0-533775ed3e54,Ehrman,Evaleen,59637,2016,594208.52,75,2020-01-13,2020-01-31
207,501b73f4-3edd-4fac-b0ba-f80e296ecb4f,Beniamino,Keelia,72562,1986,2172.87,23,2020-02-16,2020-03-31
208,13a10724-bd2e-4bcb-837b-ba52554dd3a9,Esmaria,Arlena,69983,1923,936719.63,83,2020-01-30,2020-05-27
209,076ef840-cb15-4ae2-9473-87e64e2518dc,Vilma,Darlleen,19708,1960,329437.29,699,2020-06-08,2020-05-09
210,3ef60a8b-0d25-471a-a847-9e841b45ea65,Pillsbury,Blake,72790,1955,637009.72,135,2020-03-31,2020-06-15
211,2003da5e-d63b-4dd3-8c2a-dfa35651178c,Anestassia,Doralynne,87627,1942,897920.22,878,2020-03-06,2020-01-30
212,7ad3af3c-5d56-4a25-b779-9b92947b7b71,Amethist,Elvira,41152,2009,331195.38,691,2020-03-29,2020-06-20
213,8d7f3e6d-bc13-4ee9-ab08-bd005dbd1efd,Ferino,Ellette,88683,1970,312404.23,211,2020-04-15,2020-04-04
214,c0d1d932-9679-4c2e-99d7-e252407ef63f,Johnsson,Rosanne,15723,1924,975169.21,391,2020-04-05,2020-04-19
215,a2c055f0-8619-4780-aad4-0db422adebcb,Cyrie,Juliane,71034,1987,263797.13,943,2020-02-02,2020-04-03
216,b46a0083-14b5-47e3-8409-111f8cdf4738,Adore,Augustine,34438,2014,975836.48,420,2020-03-27,2020-06-03
217,7a017254-cc6c-40ac-8fe1-75eacd1eb743,Madelene,Mireielle,2971,1970,133901.57,959,2020-03-26,2020-04-07
218,4362de0e-05fe-490c-a744-d54e8e8d7b3d,Dichy,Sidoney,74895,1923,709183.53,938,2020-04-02,2020-01-30
219,b4e10d63-b309-419d-b06b-24284104145f,McClimans,Margette,83127,1979,786908.04,48,2020-06-14,2020-04-13
220,a58366a0-dfc7-49c6-ad43-23c5561e9bae,Schroth,Penelopa,6364,1937,330994.18,515,2020-05-05,2020-06-13
221,5e29fe02-c86b-4db6-b52b-384917f0dd3d,Mata,Tamqrah,66499,1934,972384.51,171,2020-02-24,2020-05-12
222,42cd6fef-4c69-41f5-bf5d-dc2956ef8ca9,Killigrew,Andeee,89064,1989,455411.03,400,2020-01-29,2020-05-04
223,b1d28030-01bd-4335-9d6c-d26bcb924fdb,Kirbee,Henriette,2059,1911,814300.32,24,2020-05-28,2020-02-16
224,e4d82283-36d5-4946-a107-aa5ba4916ad3,Roarke,Helena,89556,1978,895393.38,8,2020-03-18,2020-06-22
225,55a08666-763e-4eb4-8e81-0958c2fc9745,Bashemeth,Barbi,82176,1935,536102.59,17,2020-03-08,2020-03-02
226,a99b525e-9664-4a10-ba25-fb9fa241e636,Teddman,Maud,98115,1901,134470.02,597,2020-02-15,2020-05-02
227,e1348b87-56bd-495a-b439-1fa9e7c3a9a4,Vernier,Ofilia,95168,1938,440783.76,577,2020-03-27,2020-04-02
228,aaa77a80-ba46-48cc-8d16-ba6f161a55c9,Madaih,Di,6565,1931,292084.04,852,2020-04-24,2020-04-01
229,1557b369-6395-4070-bb74-e229ebe2e1ac,Ingra,Aubrie,29198,1917,196397.51,60,2020-02-27,2020-02-29
230,5024f588-7df6-416e-bd50-6ae77dcffe99,Melony,Rosanne,95846,2016,603655.22,998,2020-04-11,2020-03-08
231,026b1303-c014-4333-854c-7b14bf5190ec,Docilla,Anica,44069,1930,136055.64,708,2020-01-24,2020-04-13
232,72a05d24-a421-4ef4-9f75-c22e581d4522,Demitria,Joane,79468,1920,53316.75,67,2020-01-01,2020-05-30
233,7dd3adc5-f920-4637-bb2a-b86bc15e1748,Lindemann,Jessy,29928,1938,943777.24,931,2020-01-31,2020-03-17
234,819a40ce-88f2-4c5b-94a8-bb4243eca33c,Anyah,Vere,21070,1915,923824.83,137,2020-02-01,2020-04-19
235,766e77a9-e2c3-4e2b-a3b9-cc1ea1bc40aa,Whittaker,Eadie,12948,1941,980062.23,902,2020-02-28,2020-01-04
236,8c6a43bd-418f-447b-9270-ca136ac33664,Fleeta,Aubrie,5823,1917,293809.74,725,2020-02-10,2020-02-16
237,0f971a6d-9604-421f-8d6c-4281523a4109,Howlyn,Jeanna,74625,1972,639053.57,353,2020-03-19,2020-05-15
238,21b77c97-a4c6-46a7-b537-430840194e10,Diogenes,Beatriz,836,1939,912650.72,790,2020-02-21,2020-05-27
239,e8ea90ec-4be5-44df-9863-ff84d6502cc8,Cutlerr,Roslyn,12922,1912,906763.34,314,2020-03-25,2020-01-04
240,f5b3e2d7-429f-4b76-a43b-f14d870607e6,Sasnett,Aurore,66575,1922,648137.05,350,2020-04-11,2020-03-09
241,989ff691-aee0-4c49-949d-eadfb2b9cc94,Wesle,Tabbatha,26487,1926,568313.52,64,2020-02-25,2020-02-06
242,0de40205-2312-4652-9cb1-a5371a617511,Cadmar,Stephanie,14278,1934,263267.94,738,2020-01-06,2020-02-03
243,a4ff1fb2-b754-4ac9-bf65-ef39d58f19f5,Stoller,Frieda,72106,1970,353296.74,831,2020-02-28,2020-01-31
244,78c5ed83-07a7-4fef-a005-75136856de2f,Markman,Stacey,83564,2014,245098.89,975,2020-01-15,2020-06-15
245,56f06d09-cb59-4096-a9c3-f08d133b3d09,Lea,Emmey,41216,1914,183510.75,993,2020-01-03,2020-04-28
246,516d5bb7-e229-4eb9-837c-1c2086b82dc8,Lareena,Lyssa,20086,1971,185729.97,611,2020-03-10,2020-06-18
247,33366f3f-a66e-4558-98ed-4d25c1dfd65b,Ledah,Alexine,63471,1984,146536.66,340,2020-06-09,2020-06-09
248,fca36b35-31f7-4a85-8338-152856da443a,Obed,Isa,53949,1934,990152.55,908,2020-04-16,2020-03-21
249,96614146-1c33-4e7d-93d6-7fe4ed017b8a,Palocz,Britte,76235,1999,47569.81,245,2020-02-16,2020-05-15
250,3416af6f-e052-453c-b90c-084d2ad66221,Pelagias,Nanete,85390,1916,193071.03,844,2020-05-21,2020-03-27
251,1727cc5a-897f-4924-8066-635407db00e0,Esmaria,Ebonee,41640,2007,959781.39,755,2020-04-27,2020-01-02
252,7851687f-0f79-4e62-9a59-3a7e2d5b6efa,Alarise,Aili,68776,1982,269870.24,585,2020-06-20,2020-01-12
253,9f3b6c6a-9fbf-4df2-a730-fe07f8cd99c7,Decato,Lorie,96219,1925,668802.12,204,2020-05-31,2020-04-05
254,3ca6911a-1ea1-488a-a954-7d30ded2ddb3,Colbert,Gale,49962,1926,688710.73,184,2020-06-19,2020-05-26
255,bf251182-d9a9-4748-b7e1-bf0237427b52,Graig,Raina,78190,1994,484380.35,754,2020-04-01,2020-05-15
256,6b585d49-a449-43c3-a29f-88cf2a940d26,Bultman,Drucie,11760,1984,434393.31,356,2020-05-17,2020-02-16
257,e5f4a50a-0994-45d9-9090-3d9a1cbc0ea3,Carleen,Rani,46022,1975,645666.94,211,2020-01-20,2020-02-26
258,9b7f194d-0625-4c31-ac2a-df23010aaa6f,Ietta,Candi,89549,1973,757760.51,659,2020-05-21,2020-04-09
259,59b24650-3419-4e44-b42d-fc4883fbcb16,Abbot,Clementine,63980,1966,64442.83,2,2020-02-07,2020-02-27
260,ae9e2037-e437-4b13-862d-aba5a00b9a0f,Noam,Hollie,92165,1992,944213.66,404,2020-01-01,2020-01-15
261,8a59ef33-c715-4a9a-a466-59946e45d505,Rustice,Karina,82025,2018,26943.63,229,2020-02-14,2020-03-03
262,1d81e7c5-ab96-4836-bc88-d2e54bfd017d,Hirsch,Consuela,82727,1971,976331.96,488,2020-06-18,2020-06-23
263,7b20075c-86e4-4345-aa31-e3c57293e16a,Sallyann,Georgina,37751,1987,836548.02,808,2020-04-19,2020-04-11
264,d45c3908-045a-4c69-aca1-00cd54bea57e,Sothena,Ronna,51840,1992,243495.81,207,2020-04-24,2020-05-21
265,30a0d753-7829-4036-b031-53c3528380e8,Bebe,Sabina,75154,2010,621370.21,536,2020-03-05,2020-06-12
266,28e8ad23-fd74-40a5-a8c3-aeed67672b11,Pascia,Phedra,990,2007,128311.41,246,2020-03-07,2020-02-10
267,2bcecd54-0861-4a4b-b26f-89ae05dc891a,Loeb,Jasmina,49686,2006,657190.04,624,2020-06-08,2020-06-16
268,ccf6570e-bb3c-4616-847b-4f6b30e3c12d,Fosque,Kate,94982,1964,255047.75,220,2020-06-19,2020-01-18
269,b0f94575-a9d4-4ec0-bfae-e95ecb05a135,Simmonds,Roslyn,10882,2018,253670.34,105,2020-05-23,2020-06-15
270,446ce29a-240d-4457-b0a7-a8f1a953598e,Mehalek,Marylou,97898,2010,927876.87,147,2020-03-26,2020-01-25
271,7025f914-9096-4bc6-a455-5f8e61c7a514,Corilla,Kimberley,22179,1929,291430.56,115,2020-01-07,2020-06-17
272,0c14696a-3ffe-4045-af6c-71689492d215,Kermit,Daryl,64964,1994,291497.89,175,2020-03-22,2020-01-06
273,7e83f953-dcad-42a5-98b1-3b15eaa0645a,Aldric,Cecile,2682,1965,150030.02,1,2020-04-02,2020-02-25
274,4b3cfe44-ee6d-485a-beec-926b5274ebcf,Colp,Gloria,31001,1962,580880.26,410,2020-06-11,2020-06-06
275,75049de7-e98c-4390-a529-6dd45fc9e555,Jenness,Andeee,46970,1989,953827.09,780,2020-04-16,2020-06-05
276,df333a46-40f9-42ba-8dd9-491c68c05473,Santoro,Roberta,59415,1957,927413.99,762,2020-06-06,2020-01-23
277,b6c0ae48-eb65-4312-a8a3-509900aaa176,Joni,Tersina,25535,2017,599829.74,233,2020-05-05,2020-01-05
278,070abc4f-91a7-4064-b36a-02a1b17f54ff,Ader,Jorry,82899,1973,791773.43,360,2020-05-09,2020-06-17
279,f8ef46fb-a082-4acf-8324-79bb536bc1cb,Shuler,Bobbi,92208,1967,886403.31,335,2020-02-21,2020-04-19
280,6600b1c6-920e-4a8d-82f0-59c5225d6f5a,Ackerley,Krystle,49625,2001,764477.95,19,2020-02-12,2020-02-05
281,351b44bb-4d36-479f-8b9e-30bcd023f0d7,Terencio,Gwenneth,72497,2017,530438.08,632,2020-02-02,2020-01-31
282,0ff51e35-1ea5-4743-8455-6cb2aa11273b,Christal,Lolita,22765,2002,161733.29,685,2020-05-02,2020-04-21
283,26729adc-6bac-4f15-aad4-a03f4ca0473b,Dreda,Arlina,49673,1942,906057.73,870,2020-05-31,2020-03-07
284,a6712e72-630a-4017-9dbd-d2b6763048e5,Idelia,Miquela,15234,1947,695054.57,812,2020-06-21,2020-03-16
285,3b031b5e-6e73-4ca7-8bed-9812c11abd56,Sinegold,Tobe,52756,1998,169831.98,190,2020-02-15,2020-01-26
286,5a85fbb0-b0cd-4bc9-a586-97e0f9f94d85,Halsey,Camile,51709,1998,948875.91,305,2020-02-02,2020-01-09
287,a147c94f-cf9f-4b8c-9094-ce12a7e4be24,Irmine,Jaclyn,14343,1927,172974.9,590,2020-06-23,2020-04-25
288,6381a410-8fcc-40c5-9332-5c470ecf3bfe,Persse,Hope,81687,2002,588136.08,263,2020-02-07,2020-06-23
289,834a24b8-80b8-492b-a82a-c6f6a2279eae,Stuart,Kimmy,15837,1904,67589.71,890,2020-03-30,2020-01-13
290,86336b1c-5629-416e-94b2-00a593725d5e,Annabella,Lexine,40071,1986,753280.34,998,2020-05-15,2020-05-29
291,903e8230-8d6a-443d-9270-4e85d0a0efe6,Sancho,Ottilie,42473,1912,186853.5,126,2020-06-15,2020-04-17
292,1e759d9d-52cc-437c-9140-0eeb50b8e424,Chem,Roslyn,31471,1929,736716.41,369,2020-02-11,2020-02-22
293,f2a6ca91-b05d-47aa-8287-ae2ee3e2badf,Francene,Deane,11237,2003,369865.66,561,2020-01-01,2020-03-23
294,0d983f08-14b1-4678-ada6-70ed1e482fea,Honoria,Ada,61463,1956,187431.12,28,2020-04-08,2020-01-10
295,72709bed-a161-4b0e-a789-7d70a10bc908,Jacobah,Ivett,67600,1916,293413.18,451,2020-03-30,2020-03-08
296,b27356bc-dbf1-4ac0-a25c-9b1e206ef2bf,Elvyn,Orelia,49531,1909,38089.37,58,2020-05-21,2020-05-19
297,6b67a38c-8889-4410-88e7-92241905bd2e,Rosemary,Bernie,81275,1909,888921.09,115,2020-01-13,2020-02-07
298,bc0e29e9-e284-4ad8-b632-e7b20c5fb4fb,Kirbee,Micheline,2366,2001,434752.24,559,2020-05-09,2020-04-24
299,e831c9d8-1567-4bf9-8f8a-f24549197e4b,Heisel,Louella,59237,1966,572451.94,475,2020-03-03,2020-02-23
300,f7f6f182-2c14-415c-bca5-2ceffad8e814,Tristram,Elena,71407,1954,514809.33,173,2020-04-17,2020-02-25
301,2c139258-ba65-4222-a5f9-21c10d152edb,Sekofski,Jacquetta,90169,1966,436382.22,166,2020-05-15,2020-02-06
302,281cfd95-98d2-4f00-b57a-091d384e46a1,Sikorski,Marjie,60037,2006,597021.26,903,2020-02-29,2020-02-27
303,139fe64c-2d48-4219-857f-c518a2ee7199,Chick,Benita,59392,1935,201426.9,115,2020-03-09,2020-02-23
304,d688d9b1-2eb5-461a-88f1-efbbd9715d9a,Marcellus,Taffy,58411,1953,212177.78,743,2020-03-10,2020-05-01
305,9066a185-8f29-492a-82b0-61e490f73eb9,Colp,Lorne,65567,2018,751838.21,653,2020-03-28,2020-01-18
306,4970fa5d-4f78-47e6-ae42-371604f1f43a,Salvidor,Emelina,39053,1981,942517.36,227,2020-02-11,2020-06-10
307,12052ba2-6845-42e7-a7df-3fe2b774d91b,Kevon,Elvira,87426,1929,508693.19,782,2020-01-19,2020-05-01
308,b07de595-388d-497e-a3f1-900fe66ea0e1,Jeanne,Lolita,56385,1958,56654.96,948,2020-06-13,2020-04-04
309,084853cd-e438-48b8-a121-492c2439e140,Pond,Jennica,61623,1963,196235.72,293,2020-04-07,2020-04-09
310,17323872-e0b9-426d-a722-acf21165c4dd,Faro,Magdalena,67213,1950,874746.15,569,2020-05-14,2020-01-23
